"","name","WAT","EN_FOR","DN_FOR","DB_FOR","MIX_FOR","CL_SHB","OP_SHB","WOOD_SAV","SAV","GRA","WETL","CROP","URB","NAT_CROP","SNOW","BAR","ELEV_MAX","ELEV_AVE","ELEV_MIN","SMAX","SAVG","ASP","BIO_1","BIO_2","BIO_3","BIO_4","BIO_5","BIO_6","BIO_7","BIO_8","BIO_9","BIO_10","BIO_11","BIO_12","BIO_13","BIO_14","BIO_15","BIO_16","BIO_17","BIO_18","BIO_19"
"1047","Liberty Mesa",0,0,0,0,0,0,6.22,0,0,92.67,0,1.11,0,0,0,0,"1497.96398925781","1281.71323858508","1201.84887695312",17.9471092224121,2.817403712688,169.316497825731,14.4035833217204,16.5376662537456,41.7246421191881,845.860121750001,34.21875,-5.41650009155273,39.6352500915527,24.9792083104451,4.10825002193451,24.9792083104451,4.10825002193451,395,69,9,62.8910607227493,186,32,186,32
"1048","Lilley Mountain",0,5.56,0,0,0,72.78,0.67,19.67,0.11,1.22,0,0,0,0,0,0,"2731.94213867188","2299.51859193053","1904.61242675781",37.4611358642578,10.7686190972468,157.164542401225,8.21720840285222,19.3234584778547,51.1273612568807,678.108504049229,26.7280006408691,-11.0667495727539,37.794750213623,16.3266252676646,10.9242917448282,16.7366252740224,0.219875017801921,489,94,11,67.9859508811156,250,46,207,96
"1049","Lincoln",0,0,0,0,0,0.11,99.11,0.11,0,0.22,0,0.44,0,0,0,0,"2138.42651367188","1935.30958686503","1672.10107421875",28.6474075317383,8.7754623425657,172.014380804616,12.7851353051762,16.4851456557711,45.4681112671488,729.315803785184,30.597749710083,-5.65875005722046,36.2564997673035,21.0780830383301,8.27374984820684,21.9306251207987,4.04841657479604,432,88,14,67.4642945410202,223,49,204,62
"1050","Lindrith",0,0,0,0,0,0,6.56,1,0,92.44,0,0,0,0,0,0,"2293.63012695312","2195.39742154208","2116.20458984375",7.7751350402832,2.30981612434475,210.443799511273,7.60353121596078,19.2494792652627,44.2603261125976,857.495038782992,28.2999992370605,-15.191499710083,43.4914989471436,17.985583225886,10.6406251663963,17.996958176295,-3.03504165013631,377,65,19,43.6946504469701,156,61,135,69
"1051","Lingo",0,0,0,0,0,0,0.56,0,0,74,0,25.44,0,0,0,0,"1237.42126464844","1206.10430207","1183.69580078125",2.45591640472412,0.308030615171318,117.907595020544,14.1986041770627,17.5612499900162,44.5456463004867,805.791952715593,33.8084983825684,-5.77274990081787,39.4221251010895,24.0254999796549,5.96993739902973,24.0254999796549,4.2204790910085,434.5,76.5,10.5,67.5498066300169,206,36,206,36
"1052","Lion Mountain",0,0,0,0,0,0,11.78,0.22,0,88,0,0,0,0,0,0,"2491.85278320312","2212.53193007156","2123.62939453125",26.4384498596191,2.66969705466982,223.343660838169,9.5354792183886,19.5473854728043,48.106038141459,765.652343912984,30.6067504882812,-12.2237501144409,40.592937707901,18.6166250904401,6.50858328739802,18.9829688866933,0.282020886739095,315.75,70,7.25,81.715185984414,183.75,31.25,150.75,42.5
"1053","Lion Mountain NW",0,0,0,0,0,0,0.33,0,0,99.67,0,0,0,0,0,0,"2539.43823242188","2166.75392983481","2125.42919921875",23.8521842956543,0.831679422269249,115.525045174164,9.11580215006446,20.1833229639257,48.932863943878,765.123229956938,30.6067504882812,-12.3937501907349,41.2060627937317,18.1709688703219,6.11554168661436,18.5618335405985,-0.136083344618479,318,70.5,7.75,80.9565180536213,183.75,31.5,150,44.5
"1054","Lisbon",0,0,0,0,0,0,99.11,0,0,0.56,0,0,0,0,0,0.33,"1661.0087890625","1357.91267523779","1279",3.34100914001465,1.15220095904752,225.245286985371,15.5056457531949,20.9886665319403,50.0928824974754,786.582151017974,36.4162483215332,-5.4832501411438,41.899498462677,24.5296250979106,19.4114580154419,25.342541217804,6.13320831457774,297,55,5,65.4903257560456,146,23,121,66
"1055","Little Black Mountain",0,0,0,0,0,0,99.67,0,0,0.11,0,0,0,0,0,0.22,"1347.42749023438","1274.17889401858","1212.33447265625",6.93819189071655,0.491623644341496,142.57175015975,16.6666406849399,19.0205314836154,46.6058067300288,810.188780632692,37.0497512817383,-4.15525007247925,40.811751127243,25.5628853638967,14.5056667725245,26.6365937391917,6.75141670058171,243.25,55.25,4.5,76.6456446300657,134.5,18.25,112.5,37.75
"1056","Little Black Peak",0,0,0,0,0,0,84,0,0,16,0,0,0,0,0,0,"1787.16772460938","1677.0757165442","1637.39733886719",9.20180892944336,1.01284436617069,178.643110199325,13.0194582914313,18.9371665368478,46.6696022857015,799.670637604834,33.1997489929199,-8.06649971008301,40.5714983940125,22.0076039632161,8.48964593807856,22.9434372584025,3.29693746566772,322,63.5,10,63.7850588037898,161,38,147,49
"1057","Little Black Peak NE",0,0,0,0,0,0,73.44,0,0,26.56,0,0,0,0,0,0,"2011.79138183594","1819.74536364514","1714.2578125",14.3389091491699,2.18631367067863,216.352831699734,12.4828228329619,18.566749855876,46.2979597003444,794.343327816675,32.9409980773926,-8.06649971008301,40.0833737850189,21.4799164930979,7.8992917239666,22.3748329480489,2.86164585749308,342.5,69,10.5,67.494433805615,176,40,163,50.5
"1058","Little Grande",0,0,0,0,0,0,0,1,0.11,98.56,0,0.33,0,0,0,0,"2620.03881835938","2037.30704985932","1885.81066894531",19.2213039398193,3.00808657144841,118.272751581682,9.45972652531539,16.7675676485524,43.4796489235066,806.557317055132,29.4850006103516,-10.3555002212524,38.5560002326965,19.560312350591,-0.208166658878326,19.560312350591,-0.208166658878326,425,81.75,8.5,70.7999349529683,207,30.25,207,30.25
"1059","Little San Pascual Mountain",0,0,0,0,0,0,87.67,0,0,12.33,0,0,0,0,0,0,"1669.83386230469","1467.27565256114","1395.15698242188",21.775728225708,0.842191735369539,168.421907678364,14.1138438389947,20.5978751964867,48.0314584355408,821.619593061191,35.7532501220703,-7.95074987411499,42.8844366073608,23.3207499583562,9.78930219262838,24.2894270420074,4.0507917602857,252.5,51.75,6.75,69.1232601486746,132,24.25,110.75,35.25
"1060","Little Turkey Park",0,0.67,0,0,0,67.89,10.33,19.33,1.11,0.67,0,0,0,0,0,0,"2618.841796875","2119.40294567493","1638.33874511719",37.1439819335938,10.1495108537502,153.555746583258,9.78898176985482,19.7615469805896,51.1101540313201,696.463890456712,29.726749420166,-11.0667495727539,38.6571872234344,18.0955103437106,12.6450833467146,18.5102290312449,1.55091665188471,450.5,86.75,10,68.0141752843323,231,42,189.75,88.75
"1061","Little Water",0,0,0,0,0,0,47.78,0,0,0.22,0,0,0,0,0,52,"1939.86157226562","1689.35728674123","1626.68872070312",28.4423847198486,1.33066472864968,138.146525392688,11.5704297207606,18.8168906404947,42.4650694489312,911.111018978021,33.2567520141602,-11.8917503356934,44.3110630512238,19.1504583259424,15.6975207558523,22.9370521306992,0.442499995231628,211.75,31.25,7.25,40.1498809501543,82,29,63.5,45.5
"1062","Livingston Ridge",0,0,0,0,0,0,99.67,0,0,0,0,0,0,0,0,0.33,"1110.10656738281","1029.95083963278","955.888427734375",6.12813282012939,0.961618260172887,240.860501886627,17.1602186645905,17.2732708680948,44.6346409850991,789.586666706391,36.0052490234375,-2.69400000572205,38.6992490291595,25.7727080980937,9.19324979616795,26.7844165166219,7.34583325618102,353,68,9,67.529560637574,171,32,149,33
"1063","Llaves",0,17.11,0,0,0,2.44,1.78,9.78,0.78,66.56,0,1.56,0,0,0,0,"2719.34326171875","2287.22971501155","2020.09094238281",34.0462188720703,9.02716625154737,184.039716256862,6.79861462729362,17.9117604967517,43.6361572412371,824.681456142929,27.0677509307861,-15.3240003585815,41.0370001792908,16.7937084237734,9.7075104455774,16.8729896346728,-3.3312499721845,461,73,24.5,36.3247255302245,176.5,77.5,159.75,96.25
"1064","Llonidas Lake",0,0,0,0,0,0,16.11,0,0,83.89,0,0,0,0,0,0,"2019","1957.49562034645","1791.09460449219",13.7298069000244,1.87256749115129,152.419518710969,10.4628698459516,16.9457500316203,44.7946251134474,767.477500468857,29.6297492980957,-9.41849994659424,37.798312664032,19.733916858832,1.2035937110583,20.1324896812439,1.2035937110583,428.25,82,11,69.2779741710039,212.5,37.75,211.5,37.75
"1065","Lobo Hill",0,0,0,0,0,0,4.89,0,0,93.67,0,1.44,0,0,0,0,"1970.02404785156","1908.40226153241","1869",5.21954965591431,0.847936516107603,217.650861517932,10.6529166673621,19.1064167072376,46.2255742931701,810.620679801999,30.7674999237061,-10.5655002593994,41.3330001831055,19.8779582977295,2.74195845921834,20.7892082532247,0.766791741053263,322,64,12,62.8267959957007,159,38,145,42
"1066","Lobo Hill NE",0,0,0,0,0,0,8.22,0,0,91.78,0,0,0,0,0,0,"2134.16796875","1996.1981153612","1894.68432617188",11.3337621688843,1.91467576963189,228.36748873926,10.3208072632551,18.4642812709014,45.5677231594702,806.47437876816,30.7674999237061,-10.5655002593994,40.5086250305176,19.4984999497732,4.02504160503546,20.4112707773844,0.501000006993612,339.5,69.5,12.5,64.9820516168981,170.5,40.5,157,45.5
"1067","Lobo Hill SE",0,0,0,0,0,0,29.11,0,0,70.89,0,0,0,0,0,0,"2025.66296386719","1916.61745296816","1862.00256347656",5.46843004226685,1.1563872053004,216.233701843464,10.4951666298633,18.7301250292609,45.7579372996765,809.003450409247,31.1504993438721,-10.5832500457764,40.9235625267029,19.7111874024073,3.37338538219531,20.6113540331523,0.642468770345052,329.25,67.75,12,65.0043220420177,165,39,152.25,43.75
"1068","Lobo Hill SW",0,0,0,0,0,0,39.67,0,0,56.56,0,3.78,0,0,0,0,"1905.18957519531","1864.75006347804","1846.5244140625",3.36720323562622,0.252213254387003,194.719478757209,10.8367395376166,19.354562446475,46.3762847324609,811.354232797573,31.1504993438721,-10.5832500457764,41.7337493896484,20.085041364034,2.92900005976359,20.9921247164408,0.96108349164327,317,63,12,61.7119954214216,155,39,141,44
"1069","Lobo Springs",0,2.89,0,0,0,9.22,53.56,13.78,0.22,20.33,0,0,0,0,0,0,"3118.119140625","2398.91291547718","1982.86987304688",37.1951789855957,8.10395839497821,204.987049701229,8.85853121802211,16.5904582316677,43.6416053921689,786.401801854192,29.7224998474121,-11.2472496032715,37.9442498683929,18.0983645915985,9.97747906049092,18.7636978626251,-0.516916672388713,339.75,65,14.25,60.0419388546576,162.5,45.5,137.75,62.25
"1070","Lockney",0,0,0,0,0,0,0,0,0,99.78,0,0.22,0,0,0,0,"1378.796875","1295.82945107322","1222.12573242188",3.46910929679871,0.939783558984936,170.133174503271,13.7257344089448,17.0878750955065,42.3017240266168,858.024198257992,34.4857482910156,-6.81075000762939,40.3958752155304,24.4124791622162,3.75516661753257,24.4124791622162,3.24641665816307,395.25,79.25,8.25,71.6408656155745,196,31.25,196,31.25
"1071","Loco Arroyo",0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,"1979.93579101562","1891.52963752275","1815.08117675781",7.38829040527344,1.49149638056231,236.805603799409,9.76265632361174,18.0435628245274,44.736475696359,811.717049397033,30.0027503967285,-10.330249786377,40.3330001831055,19.8531250953674,-0.0868751207987467,19.8531250953674,-0.0868751207987467,370,77,8,78.7203881268485,194,24,194,24
"1072","Loco Canyon",0,0,0,0,0,0,74.44,0,0,24.67,0,0.89,0,0,0,0,"1944.24926757812","1732.80033655914","1569.11889648438",26.5684700012207,5.65719844135185,156.592312510285,13.9584139025925,16.9444946375055,46.0974741241982,733.59401625141,32.4034996032715,-5.27850008010864,36.7624374628067,22.0739163557688,7.26606243755668,23.0464163621267,5.00413541992505,407.5,85.75,10.25,72.8711513348058,217,39.25,194,47.75
"1073","Loco Draw",0,0,0,0,0,0,5.56,0,0,94.44,0,0,0,0,0,0,"1720","1634.64204108879","1551.26086425781",7.75539112091064,1.31392985051247,152.820767553447,13.2356770013769,18.2581040114164,45.8205250356389,785.181026310522,32.814998626709,-7.03200006484985,39.8469986915588,22.4909996986389,4.97516636053721,22.7648749351501,3.62308311462402,329,65,10,65.2767743263205,161,34,154,34
"1074","Loco Hills",0,0,0,0,0,0,99.67,0,0,0.22,0,0.11,0,0,0,0,"1209.41015625","1116.10359879445","1056.09265136719",4.6396369934082,0.990292324037909,208.585571068934,16.416114444534,18.0263121227423,45.1408287599744,808.883209675647,36.0202484130859,-3.91324996948242,39.9334983825684,25.2322079340617,8.36487499872843,26.2972911198934,6.35320846239726,360,68,9,68.5815858886106,178,31,154,33
"1075","Loco Knoll",0,0.33,0,0,0,11.44,22,9.22,2.78,53.89,0,0.33,0,0,0,0,"2781.39965820312","2360.48355771101","2177.67700195312",22.9915103912354,4.53221570024604,200.465961667927,8.38699987406532,20.5050415421526,51.6597379430187,703.054697512801,27.9517498016357,-11.7407503128052,39.6925001144409,16.7229162851969,11.4032498945793,17.2486248811086,0.0336249669392904,395,86,11,72.9660912366409,210,39,177,65
"1076","Loco Mountain",0,0,0,0,0,19.22,12.89,9.44,0.33,57.44,0,0.67,0,0,0,0,"2562.16967773438","2367.2482451608","2099.24145507812",34.5436325073242,5.92193196571358,179.582334786717,7.98182291289171,21.8072289923827,53.3745241062309,693.241452818565,27.9487495422363,-12.9082498550415,40.8569993972778,16.1528332630793,10.9137083292007,16.6485830545425,-0.310374895731608,484,94,12,67.8230557447069,248,47,205,92
"1077","Log Canyon",0,0,0,0,0,1.44,20.56,1.78,0.11,76,0,0.11,0,0,0,0,"2642.87036132812","2236.21750852314","2125.89526367188",24.5701751708984,3.47326797745203,156.872918349757,8.50829166298111,20.5430833076437,50.0145059179058,748.902653068539,28.6527500152588,-12.4215002059937,41.0742502212524,17.1327083110809,11.9923751354218,17.8199583689372,-0.590374946594238,351,76,11,74.8826834741025,193,38,158,54
"1078","Logan NE",0,0,0,0,0,0,0,0,0,99.89,0,0.11,0,0,0,0,"1251.38427734375","1185.40210375562","1095.54016113281",9.67999362945557,0.888632304408417,163.037608442251,14.1310937752326,16.9387083947659,41.8706310870537,865.576806567937,34.4857482910156,-6.14099979400635,40.4548742771149,24.8905624548594,4.5587290674448,24.8905624548594,3.5412291487058,390.5,80.5,8.5,71.6927845580837,193.5,32.5,193.5,32.5
"1079","Logan North",0,0,0,0,0,0,2.89,0,0,96.67,0,0.44,0,0,0,0,"1269.29614257812","1213.43542158406","1108.21997070312",9.71770858764648,0.613460670033368,171.715995398015,14.0655313407381,16.867395862937,41.8722430466181,860.876802778152,34.242000579834,-6.04099988937378,40.2830004692078,24.7639164924622,5.57208326458931,24.7639164924622,3.53708342711131,384,82,8,72.864883583963,191,32,191,32
"1080","Logan South",2.78,0,0,0,0.11,0,5.56,0,0,89.78,0,1.33,0,0,0,0.44,"1253.74780273438","1179.15498970846","1110.66540527344",13.0961818695068,1.81733898552125,181.314388749246,14.2273801788688,16.8171143879493,41.8353620044131,860.014119387955,34.3779983520508,-6.04099988937378,40.1982493400574,24.9294370810191,4.72993744909763,24.9294370810191,3.71243753035863,395,79.5,9,69.2381063210187,192.5,34,192.5,34
"1081","Loma Creston",0,0,0,0,0,0.22,70.89,1.33,0.11,27.33,0,0.11,0,0,0,0,"2265.99780273438","1921.45702881541","1752.51147460938",30.771915435791,4.74180698160329,165.449178630114,11.0896040995916,16.090624888738,40.9271840478394,843.324903885131,30.3990001678467,-8.91625022888184,39.3152503967285,20.8906668027242,14.9974581003189,21.6919164657593,0.938624938329061,393,66,21,44.1855534937419,166,69,147,71
"1082","Loma De Las Canas",0,0,0,0,0,0,48.44,0,0,48.56,0,3,0,0,0,0,"1770.31970214844","1521.88442177536","1393",23.009428024292,3.43949794433072,230.752956548019,13.3644948552052,18.9760208626588,46.4504586621588,802.173189036784,33.927001953125,-7.64499998092651,40.8478758335114,22.5238023598989,8.84337502717972,23.3119273583094,3.55644794305166,259,54.25,7.75,70.7031422519001,138,26.5,114,34.25
"1083","Loma Machete",0,0,0,0,0,0,37.67,0,0,54.11,0,0.33,7.89,0,0,0,"1861.39685058594","1715.64694640077","1555.11364746094",8.01058769226074,1.87665837723371,139.098717590282,12.7441875233004,17.2193437628448,42.1605935170179,862.037298658121,32.903751373291,-8.58924961090088,40.8396879434586,22.682395974795,3.72939592103163,23.6193126042684,2.37396878004074,287,51,13.75,48.5444367158285,126,45.5,109.25,45.5
"1084","Loma Parda",0,0,0,0,0,0,11,0,0,88.89,0,0.11,0,0,0,0,"2175.59399414062","2042.75383669887","1964.29968261719",18.8821640014648,2.42365688599698,151.927859384224,9.37760424117247,19.2645416359107,48.0967229257613,771.453077682109,29.5435009002686,-10.5102500915527,40.0537509918213,18.3180836836497,0.0832916895548503,19.0809585253398,0.0832916895548503,439,87,13,68.857498321746,220,43,215,43
"1085","Lomas Gatos",0,0,0,0,0,0,10.44,0,0,89.56,0,0,0,0,0,0,"1363.02990722656","1284.64295484789","1232.93286132812",4.15366649627686,0.871854367403076,245.031408591156,14.4955000740786,17.3439584051569,43.7087460378732,819.57313957574,34.2490005493164,-5.43174982070923,39.6807503700256,23.6910834312439,6.23350010315577,24.5116667747498,4.33395842711131,387,74,10,66.7115347945714,188,33,183,34
"1086","Lone Mountain",0,0,0,0,0,1.78,89.11,1.11,0,8,0,0,0,0,0,0,"2464.01123046875","1838.9454541918","1643.66772460938",29.3582096099854,4.6077760259138,233.272101076227,12.5925702527165,17.9071508894364,45.5811670024433,788.743871175664,33.1997489929199,-8.06649971008301,39.2401865720749,21.5106561183929,8.01380210618178,22.4098018805186,3.04164584477742,354.25,70.5,11,65.6331756708715,179.75,42.5,165.5,54
"1087","Lone Wolf",0,0,0,0,0,0,20.11,0,0,79.44,0,0.44,0,0,0,0,"1366.61694335938","1300.17427359119","1238",3.720463514328,0.60513018124955,239.293084285829,14.2690416537225,17.3371249114474,43.9011787843864,808.965677576338,33.6435012817383,-5.84775018692017,39.4912514686584,23.3276669184367,5.99262484908104,24.0790419578552,4.17791664600372,393,72,10,68.8428940259093,193,33,188,33
"1088","Long Draw",0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,"1787.91247558594","1691.27812638716","1607.3095703125",5.11382913589478,1.26635002782955,113.293565727325,12.1725520739953,17.394187361002,44.7559797947757,784.856981692169,31.2447490692139,-7.61975002288818,38.8644990921021,21.2926247914632,4.10704183578491,21.8402496973674,2.58008337020874,333,71,11,68.4194175939917,166,35,164,38
"1089","Longhorn Reservoir",0,0,0,0,0,0,1.33,0,0,95.67,0,3,0,0,0,0,"1991.28051757812","1919.60867343106","1883.35510253906",3.41248822212219,0.702575714990853,224.109123107143,10.395281282564,18.7748542477687,45.8972754720091,809.009509308019,30.2077503204346,-10.6984996795654,40.90625,19.599125067393,2.46370840072632,20.4915835062663,0.528958559036255,331,66,12,64.7931941111119,166,38,152,41
"1090","Lookout Mountain",0,0.56,0,0,0,70,13.67,11.11,0.11,3.67,0,0.89,0,0,0,0,"2950.86474609375","2422.26595393132","2045.28479003906",33.8836441040039,12.3777645337236,169.086374544369,9.80379165212313,18.0741248726845,49.3761100907263,682.471632296601,27.8127498626709,-8.79224967956543,36.6049995422363,17.7163750330607,8.72083326180776,18.3370414574941,1.62487506866455,412,88,7,80.5425548545396,237,34,193,62
"1091","Lordsburg",0,0,0,0,0,0,94.44,0,0,0.22,0,0,5.33,0,0,0,"1502.58630371094","1325.93614900982","1272",16.9897880554199,1.14443115080983,106.214735712678,15.1470000228534,20.5592812138299,50.0113904128664,771.530797423942,36.4162483215332,-6.20874977111816,41.0963749885559,24.0625209013621,18.8641353845596,24.8048957983653,5.97307292620341,321,60,5.75,65.7317018431602,158.5,24.75,131,72.25
"1092","Los Cordovas",0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,"2228.27514648438","2118.74524356259","1910.78039550781",33.3992652893066,2.4838483876912,196.95892034338,8.42461462070545,19.3001043945551,43.7765687842576,883.660047602011,29.5902500152588,-14.4975004196167,44.0877504348755,18.7379166285197,3.1850000222524,19.1617916425069,-2.62937513987223,302,55,12,51.7582954101812,136,41,127,45
"1093","Los Griegos",0,0,0,0,0,0,28.78,0,0,26.78,0,1.78,42.67,0,0,0,"1731.10656738281","1589.49464030227","1512.77563476562",12.6562471389771,1.38992702864044,140.650842589967,12.8481563925743,17.3999795516332,42.4521747799802,864.034936594446,32.903751373291,-8.08349990844727,40.9872512817383,22.8012084960938,7.89666690429052,23.7607502937317,2.47495834032694,284,51,14,49.4205752010644,126,46,108,46
"1094","Los Indios Canyon",0,5.33,0,0,0,0.11,0.33,9.67,0.11,82.11,0,2.33,0,0,0,0,"2562.9169921875","2292.11710090995","2167",32.932674407959,5.08689610097733,191.10601607323,6.62706262556215,18.5708751939237,44.3645155198294,830.519173507718,26.5357494354248,-15.3240003585815,41.8597497940063,16.6964999834696,9.55729189515114,16.7657917340597,-3.58749993642171,476,73,24,34.094634669751,176,78,152,104
"1095","Los Lunas",0,0,0,0,0,0,33.56,0,0,25.22,0,27.44,13.78,0,0,0,"1577.27258300781","1504.93558431203","1470.38317871094",17.645824432373,0.809931068991312,205.078674349607,12.8839479188124,19.3667710820834,45.847191932782,829.497411225112,33.6902503967285,-8.55175018310547,42.242000579834,22.4373334248861,4.88100000222524,23.1790002187093,2.75029174486796,241,47,10,58.141985927645,115,34,95,34
"1096","Los Lunas SE",0,0,0,0,0,0,24.78,0,0,75.22,0,0,0,0,0,0,"1744.84936523438","1636.00470957929","1547.31579589844",4.00992727279663,0.936609312279607,261.123514650445,13.0577394564946,18.5202704270681,44.4541613653921,849.326438028911,33.486499786377,-8.17500019073486,41.6614999771118,22.7962498664856,8.30124982198079,23.6279997825623,2.74537499745687,259,50,11,57.3461134700063,123,36,103,38
"1097","Los Medanos",0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,"1086.22998046875","1018.82612024217","951",2.69305443763733,0.694542461287556,232.625366074548,17.3734584456931,17.3479584443072,44.8070819194325,785.091908344016,36.2060012817383,-2.51099991798401,38.7170011997223,25.9506670633952,9.36074988295635,26.9196672439575,7.59316639353832,343,68,9,68.7703763571075,167,30,145,32
"1098","Los Montoyas",0,0,0,0,0,1.11,74.22,6.56,2.67,15.44,0,0,0,0,0,0,"2094.87182617188","1945.41915436858","1762.23950195312",32.5315170288086,6.36258055870026,179.523252349983,10.3211666550487,15.8967291899025,44.3030363216085,739.762865376499,28.2637500762939,-8.03125,35.8816249370575,18.8193958600362,2.08597918351491,19.6498123804728,1.42162501811981,394,81.5,12,69.2660281765124,201,40.5,191.5,40.5
"1099","Los Pilares",0,0,0,0,0,1.11,52.33,5.56,0.89,37,0,0.11,0,0,0,3,"2500.15625","2177.02652287898","1999",27.2400054931641,4.66301360459771,181.925589580444,9.31067690749963,16.8812291324139,43.7777023548587,796.586276655492,28.1019992828369,-10.4592504501343,38.5612497329712,18.5729163487752,12.9804581602414,19.3166664441427,-0.227625131607056,319,65,13,65.3383786189316,163,41,137,54
"1100","Los Pinos",0,0,0,0,0,0,0,0,0,98.89,0,1.11,0,0,0,0,"3075.81396484375","2599.38935833183","2428.611328125",27.6212158203125,2.91824246189683,121.267791108466,4.70330210030079,16.7574374973774,40.4610205046799,881.918575334097,24.4785003662109,-16.9377498626709,41.4162502288818,15.2076665560404,7.94358334938685,15.3557082017263,-6.20579161246618,446,70,24,35.9393011626842,172,82,156,86
"1101","Lost River",0,0,0,0,0,0,40.33,0,0,0.33,0,0,0,0,0,59.33,"1265.54089355469","1231.45172431328","1209",2.1227753162384,0.271321464732176,237.63972305668,15.3480000539372,19.1411667577922,47.0784876754567,805.705456494114,35.6694984436035,-5.78049993515015,40.654373884201,24.1786874135335,15.3003334850073,25.3336457411448,5.57364587982496,224.5,44.5,5,64.9338436684008,113.5,22,100,37.5
"1102","Lovelace Mesa",0,0,0,0,0,0,73.67,0.22,0,26,0,0.11,0,0,0,0,"2007.03723144531","1838.42788982165","1700.47985839844",11.2938175201416,2.44637591025181,144.949756713608,12.362656151255,18.0189788440863,46.0419542394875,781.22301226392,31.6127490997314,-7.52325010299683,39.1359992027283,21.1835414568583,7.78312480449677,22.1351663271586,2.91654181480408,353,71,11,67.2232970366478,182,42,163,54
"1103","Lovelady Draw",0,0,0,0,0,0,68,0,0,32,0,0,0,0,0,0,"1316.91198730469","1242.11008874857","1174.31335449219",4.84936571121216,1.27742477077181,139.600454959775,14.7093435713711,18.135437212574,44.7291597442449,817.131045231313,34.6657485961914,-5.87925004959106,40.5449986457825,23.9949995676676,6.32070859273275,24.5895411173503,4.53395851453145,342,67,9,66.2615112007001,166,29,158,32
"1104","Loving",0.22,0,0,0,0,0,84.78,0,0,0,0,12.22,0.44,0,0,2.33,"1000.17651367188","925.827014078932","890.717895507812",6.02640724182129,0.733646718183525,151.993982789843,17.4094062444444,17.9101877616098,45.1786882465843,799.04897400258,36.7970008850098,-2.84599995613098,39.6430008411407,26.0671248435974,9.40779153381785,27.1160415013631,7.4506665058434,331,69,7,68.8883937128097,161,28,135,34
"1105","Lovington",0,0,0,0,0,0,40,0,0,53.78,0,4.78,1.44,0,0,0,"1205.88439941406","1179.9790432346","1151",1.34578096866608,0.277473544241164,116.327032358091,15.5794480045636,17.4717293183009,45.0068423445043,789.949758279164,34.3992500305176,-4.59700012207031,38.820499420166,24.1760207017263,7.60481266180674,25.1678748925527,5.72910424073537,413,68.5,9,67.4942857029507,196,34,185.5,35.5
"1106","Lovington NW",0,0,0,0,0,0,22,0,0,77.78,0,0.22,0,0,0,0,"1243.82348632812","1216.88465991114","1192.04162597656",1.49935233592987,0.22379478622198,117.500023349109,15.5477709720532,17.4629170199235,44.8624102077426,793.338493344159,34.328498840332,-4.59700012207031,38.9254989624023,24.1829164822896,7.53550024827321,25.185208161672,5.65195838610331,407,69,9,68.4901073080071,196,34,184,35
"1107","Lovington SE",0,0,0,0,0,0,55.78,0,0,39.67,0,4.56,0,0,0,0,"1191","1160.70618336741","1134",1.25571978092194,0.284849475132005,116.253624098784,15.8324922795097,17.3778802802165,44.8779790355501,790.034146680795,34.8334999084473,-4.59700012207031,38.7222499251366,24.4066667159398,7.87518754104773,25.4182188908259,5.98567704856396,407.25,67.25,8.75,67.4867660508078,193,33.25,182.5,35
"1108","Lovington SW",0,0,0,0,0,0,59.89,0,0,40.11,0,0,0,0,0,0,"1226","1197.64358093503","1168.02490234375",1.9782327413559,0.264775913396228,121.841856403512,15.9916563928127,17.38093739748,44.8551883589174,791.011384087594,34.6300010681152,-4.11899995803833,38.7490010261536,24.5616254806519,8.02695834636688,25.5750420888265,6.11729149023692,395,66,8,68.9568624132395,189,31,178,33
"1109","Lower Colonias",0,34.56,0,0,0,28.78,2.33,16.11,0.33,17.44,0,0.33,0,0.11,0,0,"3076.939453125","2420.08452873702","2039.13000488281",37.010871887207,8.9859934518486,191.946379844592,7.16617704927921,15.3658540745576,44.2507560489454,715.915998285814,24.3042507171631,-10.4202499389648,34.7245006561279,15.586083094279,2.23137513796488,16.3047084013621,-1.21066665649414,530,100,20,58.3704843261862,252,76,237,87
"1110","Lucero",0,0.11,0,0,0,7.56,4.67,12.56,0,75,0,0.11,0,0,0,0,"2583.51000976562","2310.31101332749","2144.79541015625",27.318868637085,4.92264954479007,170.913023458938,8.0759036221231,17.403650963679,46.877497499786,731.900977324729,28.3877506256104,-10.9847497940063,37.1071875095367,16.7968749602636,-0.635416726271311,17.3363957802455,-0.635416726271311,473.25,90.25,17,62.6005678224247,225.5,54.5,222.75,54.5
"1111","Lucky Lake",0,0,0,0,0,0,99.22,0,0,0.78,0,0,0,0,0,0,"1411.40417480469","1299.59720950436","1220.35595703125",9.67521190643311,1.90857672125053,141.19507801925,15.3398802193503,16.7978228901823,43.7615369363482,797.183812249633,34.7724990844727,-4.45050001144409,38.3883126974106,24.1318854490916,7.29997918009758,25.1533855994542,5.48974999288718,339.5,67.75,8.25,69.7764763825955,173.5,30,156.75,36
